"user_id","operator_user_id"
31,"12d2af12-bf90-46fe-bd9a-afc8d4aba6f0"
252,"7bf4bdbe-c46d-4163-b77d-e80108bed8e4"
519,"1317a20e-dd9a-4437-a8ec-0071d02d27b8"
532,"928966d8-8915-4012-a08f-fe2178896481"
1004,"615e79e0-6b49-4851-b674-efa2a0359317"
1448,"5ffb9584-bc0b-4f82-94a6-cd033862f40f"
1562,ddf3da1e-9049-487c-afa4-8274dd2e52af
1727,e7de3ef4-0b66-43d7-a972-d4fae2a35065
2226,"67220265-9d90-438d-b21d-20fe9b0107b2"
2381,"461ea0d9-4c06-42d7-bb90-949f3b5599cc"
2903,ca5ad802-eaf4-4b05-b399-d5a98ca500bd
3379,"47bccbd6-9de6-4b97-9632-133a28254f2d"
4155,dda0c90f-137b-49bc-a97b-a0cc4c5f960c
6587,"0a1cdffc-a574-491c-84c9-c5ba527bddca"
7494,"58a171b7-2898-494a-93a4-8469310c60a0"
9881,e5dd76cb-a890-4589-b3c9-44efd1049ca4
9921,"6bdff5f4-1785-4902-8743-cbf3571847d9"
10225,"61b14154-7c59-4d90-93e2-1ef89e7d3020"
10242,"08f66671-acac-4423-ae5a-f053de13a23d"
11947,"302c18e1-54c1-4319-ab52-9f9b29cfc311"
16585,"6de922a9-19d8-4f04-bce8-9485cb1e56ba"
19929,"0bba1b1f-0be6-4cd6-a22b-85808a23900f"
20841,"93dcaf48-fff8-424e-bcbb-473a0aa06bfc"
21014,"702d7a73-46eb-44d7-9686-02d8bbd40ae8"
21327,"7d053c44-8fde-42c3-a4e1-797bcf2cc205"
23752,"7c6f1dd3-7c8d-4b18-afc1-8a9a8f4dec4d"
25972,"01c4b641-9de3-444c-8767-7075e63bcc93"
26076,f7c654b9-54da-410e-ac2d-a74ca6228b91
29210,"2dd47442-6aae-49ba-8fa1-53391c58ba85"
30112,"7bbbe515-1d12-4280-8151-79087ef7894a"
30334,"912e3174-2f4a-4410-ad68-df0fe933b491"
30363,b538bb2f-372f-4a86-9a3b-b4b2a0da616f
30642,"34d5578e-03ce-4b33-a40e-45137d82482d"
30701,"64122543-1fa8-4472-8b37-daae06e6c11b"
30954,"57204b79-fffd-4a1d-9060-8cbc18d4f911"
31975,c9315490-caa0-4a11-8c65-42d162ddc59c
33355,d047b3f8-a729-4c94-983e-9b7f84eb0fe0
35330,"9462d7c0-7765-41ff-87a9-aff13c21c830"
35982,a3fb0a17-aec1-4c5d-b118-82ed855fe5ae
36807,a3a77343-b4be-42d3-928b-ae2f606e0227
37283,fc4a8dc9-5c05-48b3-ba00-ab1f01cb41e3
38770,"3d9dcedf-6cf3-4fd5-b2ab-8adeb4325674"
39529,"27e58f2d-d43e-48b3-801d-e70fd86d4cc2"
40634,c8f8d873-549a-4821-98d8-8281504602fc
40905,dbcab1a9-4ea5-4d33-8a33-4bc21de1fdd7
41592,"647abbac-a0c7-405d-9ab3-c323a69197d4"
41778,"880932f2-2c89-4f2a-890a-170ca62da0d6"
41788,"01e9d969-d535-4469-a5a5-38dedfa3946a"
42032,"926ad636-f0d8-4b82-9a80-cbcda745e1de"
42347,"71dfc3a6-6882-40bd-aaf5-cea2c4489423"
42894,"211bc994-f2ea-4693-b372-c2557d7e0428"
44548,db8459ed-3368-4fcb-a11a-0a61039fff53
49587,c7f48cea-869a-4d18-9f71-341b5b5c5056
50080,dceec765-78af-4adb-ab6e-a58dc2e6850a
50639,fee1ec08-6f52-46d1-b712-b54ac2a74504
51490,"131749be-e33d-4aa4-a414-4d9c0f0b7aab"
51969,"93966c9b-8d23-4489-9578-1e9f191a1f3d"
52757,a9b13640-2b50-4321-812f-104ae0f90837
54231,a93a93c8-2a76-4136-9824-6f8b9ec7a0ca
55501,"829fb5b6-d407-4a8e-bb6f-9eb09ec6e9ab"
58526,"5ed44b5f-ed86-4fdf-b288-44be461e1e50"
65176,"7e9563e5-ec09-4d61-a54b-d54130b940c1"
66022,"1faae8b2-8fbf-48ed-913b-b1044d808af4"
66953,f9754eef-420a-4635-99f9-1f39a880fac9
67866,"65c02e41-9cf9-4b67-b9a6-a2dceeac0bc3"
68029,"1d14ff7e-3b39-459c-a015-94f3ec6c9c77"
70415,b9a9aadb-01ad-4d54-9021-215b2fdc915f
72079,"8c781559-04b5-4e94-93a8-a93a4e203f92"
72613,"8e5de86a-8cd9-44ed-a439-e0a6e8b334c6"
73248,"09056216-990b-4ccc-82cf-b553f7ac7c2c"
73393,f6ce3578-5160-40e6-8599-fef5f13806da
73565,"869c368c-6113-41f0-b4e3-fb4dbacecf33"
73760,e2f400e8-cb91-4c6b-9195-5703be04faa7
74540,"484ed6d8-3806-4b42-b27a-67ec4af938c6"
74984,"94de1b3f-aee2-47b8-b8fb-0b543ae6ec88"
75639,"18aa3f0a-fd4f-4e74-9f2c-c9a58f673a92"
75840,"7f617411-b78e-4371-8682-37833896e2e3"
77081,"917572ee-ee1d-407e-af5b-655fedb59235"
78941,"4179005e-b00f-4e32-93eb-eac7b8d92d78"
80556,ad9b5036-5498-44a6-be29-f55b45aa41ac
82212,"3bb7416b-0a4c-46f5-a801-a4d8333d6e84"
82558,"6b278b53-603a-4b7a-a9c5-d41e63e2cfdf"
83091,"62ed2adb-d3bb-4173-ad86-63c6158964a7"
83507,"01c26eb3-c7a8-48f3-be8d-938cb201634c"
83545,ad507bbc-7ea2-4525-bc03-ccdf05f602c8
83689,"5415e14b-b3c2-4482-87eb-2e3d454b4614"
84854,a57b0d39-c9b9-4b32-b8e2-1a7ebde304a1
85843,"5260f0e5-eaf8-455f-920d-479b7e2b415e"
88021,ed78353c-0acd-4941-8421-ed1f9af4d68a
88562,"56fc9dc9-82e8-4c23-97ae-288080a32829"
89115,c3bb231b-0d9a-48ed-ba6b-746cd9dd8d53
89413,f0396b12-fcdd-4925-9e77-48188f007589
90433,"18bd4f10-1305-4be1-8ca1-eaa88c29d0b5"
90984,"2691edf0-5b33-42dd-aaea-a52636097b45"
92043,b5a4a235-d7f9-4c88-ae52-00756aaf9951
92277,df2135a4-c91b-48cc-8d7d-3e77ebfa42b8
92341,ff7bd602-8a65-409e-a284-69771b0e4edf
92922,"9bef7327-74f5-417c-8bf9-52dc3e5f3276"
97475,"0897fe74-ff4a-4d03-9560-9097b442df83"
97619,"72523a57-b7fc-479f-a5e1-77e1c43c7e27"
98161,"802c2a47-445c-42d2-a125-4e0d18b5ce58"
99293,"25140e5f-b9c0-434a-be6a-166678800331"
100436,"352d1cb3-975c-4489-8b1e-83173fff92c2"
101992,"18042007-fbaf-4642-a00b-9292ac01918c"
102256,a2da33fe-d9dc-47ce-a5db-bf48ca1b0285
102590,ebfc3a53-5680-4e24-af61-0705d3e272ce
103029,da5aa2df-29be-4be9-9b98-efc24fafdc4f
104149,a4120fcb-6b6b-4c6b-baac-20de0359b45c
105616,bb593f7d-c651-43ed-8d70-79c18e69610d
105673,"6584dee8-f240-438f-942c-53b1ae25a002"
107145,"69207261-fadc-4c57-89c7-6b1086a770f8"
108181,"7155cda5-0cf3-42c4-8854-bc7d184210a4"
108480,e01277ed-d4e8-4c9a-a763-282ad5e9e392
109058,"43375697-6307-4271-a1bf-84fd1bf91f5e"
110232,f40dcb95-7614-40dc-9d80-bc4e215a1cea
110821,d381d44d-b8ed-411c-aa4c-08fea17ef412
112349,"491037b2-8b28-45a8-a4e7-d72eb33a38c3"
112836,be424195-da33-475d-95c1-d0ba98898828
116824,"3c8bd59e-5cb5-4204-bdbc-6eec0ea66c3b"
118080,"45142726-1120-40ed-a3f0-880ea8cd0901"
119933,"5c36445e-c8ef-4cf7-adcf-45bca7933245"
121598,"3b6a8f06-0d2d-4b9f-bed6-f34b202f405a"
122839,"97f959b9-3858-4d7e-8673-4ec5fdd02894"
123487,"4a29d70a-b579-4014-817a-9c08249bb994"
124436,"4a9b77cf-7a01-4002-8532-ff83f1b82a2c"
125617,"2906e638-6f2f-4cd5-88d3-50cd3b79d0be"
125887,"11081911-6872-49b9-a7b6-b6dddba801de"
126212,"4427ab79-fdbc-400b-a2b7-dcdbc835ea1e"
126711,dd26a40b-3708-4e80-bfa5-6998436f306d
126738,b8050bbc-2735-4228-888a-ad8bd6e97238
127185,edd55fed-a85c-4382-8cf3-e71be5e30096
127197,e229382e-c3c0-42a8-84d9-a914ca3720db
127902,"0255736a-e112-462a-b8bb-03b626a140c1"
128473,"2ca70f97-999d-4516-a83e-405e2d8951c5"
130644,"366a5795-33ec-40c8-96e7-1a97d1ac0243"
130667,"42d66159-807c-4e7f-9aeb-17cb16ac9998"
131013,bbf5df69-db3f-41aa-b9a5-4cc5bd2988eb
131512,"745d2b76-6972-4001-bc82-d50870ef835e"
132998,d237336d-22b8-4695-ad2e-47dfb244dd42
134130,b71fffe3-907a-40a9-ae31-af588dd043d6
134327,f3bef50c-9aae-4918-a288-677c6b84dccd
134481,"9615ce03-682d-400f-aaab-81b1fb1b8e59"
135112,"5eff8ed9-3a04-4461-9083-b5af4136fd65"
135357,"573610b0-522d-4bcd-b769-818c57ea39ee"
135546,"56d0a45b-a914-4ddb-8fd4-9eddacdc4d7a"
